name,capacity_mw,primary_fuel,commissioning_year,State,Plant Name,Generation (kWh),Fuel Consumption for Electric Generation (MMBtu),Metric Tonnes of CO2 Emissions,emissions_per_KWh
washington island,5,Oil,1985.84,WI,Washington Island,27000,246,17.99752327,0.000666575
wasson co2 removal plant,23.4,Gas,1988,TX,Wasson CO2 Removal Plant,152499000,1445351,91700.53796,0.000601319
waste management arden lfgte,4.8,Waste,2009,,,,,,
waste management bethel lfgte,4.8,Waste,2008,,,,,,
waste management columbia ridge lfgte,12.8,Waste,2012,,,,,,
waste management crossroads lfgte,3.2,Waste,2009,,,,,,
waste management eco vista lfgte,4,Waste,2010,,,,,,
waste management king george lfgte,13.2,Waste,2010.25,,,,,,
waste management lockwood lfgte,3.2,Waste,2012,,,,,,
waste management madison county lfgte,1.6,Waste,2009,,,,,,
waste management middle peninsula lfgte,6.4,Waste,2009,,,,,,
waste management naples lfgte project,4,Waste,2011,,,,,,
waste management northern oaks lfgte,1.6,Waste,2010,,,,,,
waste management piedmont lfgte project,2.4,Waste,2011,,,,,,
waste management rolling meadows lfgte,5.6,Waste,2010,,,,,,
waste mangement redwood lfgte,4,Waste,2017,,,,,,
waste water plant generator,1.6,Oil,1993,,,,,,
watchtower educational center,2.1,Gas,1996.333333,,,,,,
water filter plant 2,1.8,Oil,2013,NC,Water Filter Plant #2,38000,929,67.96625658,0.001788586
water street station,12.6,Gas,1982.190476,MI,Water Street Station,680000,6770,375.0981328,0.000551615
water treatment 1  2,5.2,Oil,2010,CT,Water Treatment 1 & 2,508000,5028,367.8518171,0.000724118
water treatment plant generators,1.8,Oil,2007,VA,Water Treatment Plant Generators,5000,60,4.389639822,0.000877928
waterbury generation,96,Gas,2009,CT,Waterbury Generation,11393000,109762,6104.59431,0.00053582
wateree,771.8,Coal,1971,SC,Wateree,2061246000,21258065,1980994.003,0.000961066
waterford 1  2,932,Gas,1976.495708,LA,Waterford 1 & 2,673008960,7230440,386168.4696,0.000573794
waterford power  llc,921.6,Gas,2003,,,,,,
waterloo,30.2,Oil,1989.665563,IL,Waterloo,494000,6463,377.0875609,0.000763335
waterloo lundquist,18,Oil,2000,IA,Waterloo Lundquist,111000,1080,79.0135168,0.000711833
waters river,64.9,Gas,1984.09245,MA,Waters River,2173000,27921,1594.587286,0.000733818
waterside power  llc,69.6,Oil,2004.666667,,,,,,
watertown power plant,67.5,Oil,1978,SD,Watertown Power Plant,1991000,29816,2181.358349,0.001095609
watkins manufacturing co,2,Gas,2001,CA,Watkins Manufacturing Co.,2526000,49735,2639.460395,0.001044917
watson cogeneration,405,Gas,1988,CA,Watson Cogeneration,2632902763,14489459,1546951.367,0.000587546
waukegan,793.7,Coal,1961.201713,IL,Waukegan,1193868000,13852558,1337615.126,0.001120405
waupun correctional central heating plt,4.3,Oil,1974.837209,WI,Waupun Correctional Central Heating Plt,0,15658,11954.22932,inf
wausau paper middletown,7.5,Coal,1986,OH,Wausau Paper Middletown,2871000,11662,68820.78353,0.023971015
waverly municipal electric north plant,25.1,Oil,1986.76494,IA,Waverly Municipal Electric North Plant,274000,2865,187.3654698,0.000683816
waxdale,10,Waste,2007.05,WI,Waxdale,18688632,102970,14171.78215,0.00075831
wayne county,979.7,Gas,2001.827192,,,,,,
wayne ic,21.8,Oil,1973.555046,NE,Wayne IC,55000,540,39.5067584,0.000718305
waynoka gas processing plant,3.9,Gas,2006,OK,Waynoka Gas Processing Plant,19554920,189049,10032.92145,0.000513064
webb forging,5.8,Oil,2003,SC,Webb Forging,5000,1710,125.1047349,0.025020947
webster city,21.3,Oil,1972,IA,Webster City,657000,8936,653.7636909,0.000995074
weleetka,163,Gas,1975.355828,OK,Weleetka,1508000,23546,1249.597556,0.000828646
wellesley college central utility plant,10.1,Gas,1992.267327,MA,Wellesley College Central Utility Plant,10778040,79841,7066.387675,0.000655628
wellford renewable energy plant,1.6,Waste,2011,,,,,,
wellington,1,Oil,1998,OH,Wellington,23000,238,17.41223796,0.000757054
wellington 1,24,Gas,1977.333333,KS,Wellington 1,55000,1084,57.52840189,0.001045971
wellington 2,20,Gas,1989,KS,Wellington 2,1371000,24744,1313.175993,0.000957823
wells ic,8.3,Oil,1962.927711,MN,Wells IC,345000,1469,94.97692162,0.000275295
welport lease project,5,Gas,1990,CA,Welport Lease Project,36284000,261423,30588.65796,0.000843034
welsh,1116,Coal,1979.5,TX,Welsh,4544694000,51602076,5013376.586,0.001103127
wesleyan university cogen 1,2.4,Gas,2009,CT,Wesleyan University Cogen 1,11134000,84421,6020.686909,0.000540748
west 14th street,11,Gas,1962,,,,,,
west 41st street,32,Gas,1970,OH,West 41st Street,346000,5240,279.6362668,0.000808197
west babylon,52.4,Oil,1971,NY,West Babylon,2968000,44019,3220.459256,0.00108506
west bend,6.7,Oil,1983.208955,IA,West Bend,108000,1716,125.5436989,0.001162442
west camden,4.8,Waste,2012,,,,,,
west campus cogeneration facility,169.3,Gas,2005,WI,West Campus Cogeneration Facility,369905000,3266811,222435.1495,0.00060133
west campus steam plant,5.1,Gas,2017,PA,West Campus Steam Plant,12798180,52347,51228.81404,0.00400282
west county energy center,4263,Gas,2009.666667,FL,West County Energy Center,21486002000,149223333,7921731.035,0.000368693
west coxsackie,21.6,Gas,1970,NY,West Coxsackie,798000,11000,586.0444565,0.000734392
west deptford energy station,754.6,Gas,2014,NJ,West Deptford Energy Station,4682299000,33225760,1763307.08,0.00037659
west diesel generation unit,4,Oil,2006,IA,West Diesel Generation Unit,1000,18,1.316891947,0.001316892
west gardner,365.2,Gas,2003,KS,West Gardner,134606000,1764340,93634.37324,0.000695618
west groton chp,4.1,Gas,2016,MA,West Groton CHP,21988000,112731,21335.23574,0.000970313
west group data center,8,Oil,2005,MN,West Group Data Center,216000,1863,136.2983165,0.000631011
west group data center f,8,Oil,2004,MN,West Group Data Center F,172000,1687,123.4220397,0.00071757
west liberty,16.5,Oil,1995.454545,IA,West Liberty,20000,266,19.46073655,0.000973037
west marinette,187.1,Gas,1983.616782,WI,West Marinette,25459000,401865,21334.76312,0.000838005
west marinette 34,83,Gas,2000,WI,West Marinette 34,84614000,1066567,56603.22419,0.000668958
west phoenix,1207.4,Gas,1991.237287,AZ,West Phoenix,2970148000,26212628,1391116.788,0.000468366
west point pa,88.2,Gas,1996.810658,PA,West Point (PA),285001640,1378154,200608.1001,0.000703884
west point municipal,8.5,Gas,1965.141176,NE,West Point Municipal,60000,644,36.58821192,0.000609804
west receiving,2,Oil,1998,IA,West Receiving,8000,84,6.145495751,0.000768187
west station de,20,Oil,1964,DE,West Station (DE),85000,5154,377.0700607,0.004436118
west station nj,27,Oil,1972,NJ,West Station (NJ),274000,5298,387.6051963,0.001414618
west tisbury generating facility,5.4,Oil,1975,MA,West Tisbury Generating Facility,586000,5904,431.9405585,0.0007371
west valley generation project,217,Gas,2001.6,UT,West Valley Generation Project,191170000,1972911,104703.3366,0.000547698
westrock il,2.9,Gas,1992,IL,WestRock (IL),8000,84,4.457920442,0.00055724
westrock panama city mill,34,Waste,1950.882353,FL,WestRock Panama City Mill,43694830,213400,207384.7489,0.004746208
westrock southeast  llc,82.1,Other,1989,,,,,,
westbrook,2.3,Oil,2003,MN,Westbrook,12000,126,9.218243627,0.000768187
westbrook energy center power plant,563.9,Gas,2001,ME,Westbrook Energy Center Power Plant,957055000,7081270,375806.4082,0.00039267
westchester gas recovery,3.6,Waste,2004,,,,,,
westend facility,20,Gas,1969,,,,,,
western 102 power plant,118.6,Gas,2006.016863,NV,Western 102 Power Plant,309793000,2750024,145945.0977,0.000471105
western michigan university power plant,11.7,Gas,1997.290598,MI,Western Michigan University Power Plant,65893000,328415,46694.80609,0.000708646
western power  steam inc,27.7,Gas,1990,CA,Western Power & Steam Inc,162032000,1329728,99247.16043,0.000612516
western renewable energy,3,Waste,2004,,,,,,
western sugar coop  scottsbluff,5,Coal,1987,NE,Western Sugar Coop - Scottsbluff,27820000,2043137,198594.718,0.007138559
western sugar coop  torrington,2,Gas,1978,WY,Western Sugar Coop - Torrington,0,16741,15093.8287,inf
western sugar coop ft morgan,3,Coal,1947,CO,Western Sugar Coop- Ft Morgan,7746367,35362,83791.6627,0.010816898
westervelt moundville cogen,13,Waste,2012,,,,,,
westhollow technology center,3.7,Gas,1988,TX,Westhollow Technology Center,4508000,49048,3307.405474,0.000733675
weston,1103.4,Coal,1993.699927,WI,Weston,4409017000,42271779,3933558.371,0.000892162
westport,121.5,Gas,1969,MD,Westport,46124000,712249,37799.39734,0.000819517
westside landfill gas recovery,4.8,Waste,2010,,,,,,
westside wwtp,1.8,Oil,2005,NC,Westside WWTP,104000,850,62.18656415,0.000597948
westward seafoods,6.6,Oil,1991,AK,Westward Seafoods,17373000,74096,11903.0205,0.000685145
westwood generation llc,36,Coal,1987,PA,Westwood Generation LLC,127388000,2232512,207831.9746,0.001631488
weyerhaeuser pine hill operations,77.4,Waste,1974.764858,,,,,,
wheatland generating facility,500.4,Gas,2000,IN,Wheatland Generating Facility,114761000,1503558,79794.54694,0.000695311
wheaton,300.2,Gas,1973,WI,Wheaton,15426000,279453,15887.34839,0.001029907
wheelabrator baltimore refuse,64.5,Waste,1985.133333,MD,Wheelabrator Baltimore Refuse,324221000,4137404,291532.5184,0.000899178
wheelabrator bridgeport,67,Waste,1988,CT,Wheelabrator Bridgeport,468885000,7603039,316973.5714,0.000676016
wheelabrator concord facility,14,Waste,1989,NH,Wheelabrator Concord Facility,99344000,1978203,82472.03124,0.000830166
wheelabrator falls,53.3,Waste,1994,PA,Wheelabrator Falls,293267000,4996761,208316.8559,0.000710332
wheelabrator frackville energy,48,Coal,1988,PA,Wheelabrator Frackville Energy,338306000,5833318,536357.7714,0.001585422
wheelabrator gloucester lp,14,Waste,1990,NJ,Wheelabrator Gloucester LP,82810000,1908673,79573.29925,0.000960914
wheelabrator hudson falls,14.4,Waste,1991,NY,Wheelabrator Hudson Falls,76559000,1583625,66027.92251,0.000862445
wheelabrator lisbon,14.6,Waste,1995,CT,Wheelabrator Lisbon,100756000,1928226,80388.47121,0.000797853
wheelabrator millbury facility,47.6,Waste,1987,MA,Wheelabrator Millbury Facility,310381000,4961100,206830.1353,0.000666375
wheelabrator north andover,40.3,Waste,1985,MA,Wheelabrator North Andover,218375000,4412542,183960.5448,0.000842407
wheelabrator norwalk energy,30.7,Gas,1988,,,,,,
wheelabrator portsmouth,60,Waste,1987,VA,Wheelabrator Portsmouth,196539000,3961187,338618.4852,0.001722907
wheelabrator ridge energy,45.5,Waste,1994,FL,Wheelabrator Ridge Energy,1607948,55020,4730.112311,0.002941707
wheelabrator saugus,53.7,Waste,1985,MA,Wheelabrator Saugus,180847000,3852039,160592.9628,0.000888005
wheelabrator shasta,54.9,Waste,1987,,,,,,
wheelabrator south broward,66,Waste,1991,FL,Wheelabrator South Broward,404370000,8139643,339344.7952,0.000839194
wheelabrator westchester,59.7,Waste,1984,NY,Wheelabrator Westchester,377003000,6985039,291208.9177,0.000772431
whelan energy center,324.3,Coal,2003.941721,NE,Whelan Energy Center,1417609000,30028505,2861579.71,0.002018596
white bluff,1800,Coal,1980.5,AR,White Bluff,7326088631,75849757,7370097.187,0.001006007
white feather generating station,3.2,Waste,2009,,,,,,
white lake,18.6,Oil,1968,NH,White Lake,159000,2354,166.9001141,0.001049686
white pine electric power,20,Gas,1955,,,,,,
whitehead,31,Gas,1996.903226,UT,Whitehead,6862000,82526,4510.923622,0.000657377
whitehorn,169.2,Gas,1981,WA,Whitehorn,7870000,126340,6858.61452,0.000871489
whitemarsh central utility plant,1.6,Gas,2007,PA,Whitemarsh Central Utility Plant,324000,3629,192.5927772,0.000594422
whitewater valley,93.9,Coal,1966.674121,IN,Whitewater Valley,38593000,531792,49446.9224,0.001281241
whiting clean energy,576.8,Gas,2002,IN,Whiting Clean Energy,2772152000,22123777,1269280.708,0.000457868
whiting refinery,83.8,Gas,1961.861575,IN,Whiting Refinery,391274584,2296685,607491.9103,0.001552597
whittemore,1.1,Oil,1964,,,,,,
whittier lfg power plant 1,2.2,Waste,2008.5,,,,,,
wichita plant,43.7,Gas,1982,,,,,,
wicomico,5.4,Waste,2007,MD,Wicomico,813439,9656,706.4393687,0.00086846
wilber,3.6,Oil,1976.444444,NE,Wilber,7000,84,6.145495751,0.000877928
wilkes,882,Gas,1969.571429,TX,Wilkes,630912000,7316429,388286.4095,0.000615437
wilkins station,5.4,Oil,1975,MA,Wilkins Station,6000,114,8.340315662,0.001390053
will county,598.4,Coal,1963,IL,Will County,776767000,8376728,813597.9706,0.001047416
william beaumont hospital,3.8,Oil,1992,MI,William Beaumont Hospital,0,2627,192.1930635,inf
william f wyman,862.7,Oil,1974.66686,,,,,,
william floyd school district,3.9,Gas,2004,NY,William Floyd School District,2516000,11296,9294.127275,0.003694009
williams,713.5,Coal,1972.924597,SC,Williams,2557366000,26183126,2440383.094,0.000954256
williams college  campus chp,7,Oil,2011.571429,MA,Williams College - Campus CHP,4885000,24119,7535.903665,0.001542662
willmar,30,Coal,1971.466667,MN,Willmar,0,0,55.40558263,inf
willmar municipal east substation,6,Oil,2000,MN,Willmar Municipal East Substation,68000,725,53.04148118,0.000780022
willmar municipal sw substation,6,Oil,2000,MN,Willmar Municipal SW Substation,71000,707,51.72458924,0.000728515
willow glen,831.2,Gas,1970.407844,,,,,,
wilmarth,25,Waste,1949.5,MN,Wilmarth,107258000,2231875,93550.11028,0.000872197
wilmot,13.5,Oil,1969,MI,Wilmot,-98000,3066,224.3105949,-0.002288884
wilson,321.2,Oil,1973,GA,Wilson,69000,44140,3229.311696,0.046801619
wilton,9.2,Oil,1996.782609,IA,Wilton,11760,112,8.193994335,0.000696768
winchester power park,242,Gas,2010,TX,Winchester Power Park,46123000,469092,24894.93828,0.000539751
windom,8.4,Oil,1993.5,MN,Windom,30000,368,26.92312424,0.000897437
winnebago county landfill gas,4.2,Waste,2005,,,,,,
winnetka,33.4,Gas,1958.724551,IL,Winnetka,2841000,46693,2499.335674,0.000879738
winston,50,Oil,2002,FL,Winston,0,4555,333.2468232,inf
winter,5.6,Oil,2002,WI,Winter,-38000,695,50.84666127,-0.00133807
winterset,13.6,Oil,1982.720588,IA,Winterset,2000,313,19.40359603,0.009701798
winyah,1260,Coal,1978.25,SC,Winyah,787695665,9806988,913027.8753,0.001159112
wisconsin rapids paper mill,20.8,Other,1966.274038,,,,,,
wise county power llc,746,Gas,2004,TX,Wise County Power LLC,2841134000,20623498,1094498.968,0.000385233
wisner,3.8,Oil,2001.368421,NE,Wisner,23000,306,22.38716309,0.000973355
wolf hills energy,285,Gas,2001,VA,Wolf Hills Energy,115294000,1302354,69116.5538,0.000599481
wolf hollow i lp,788.4,Gas,2003,TX,Wolf Hollow I LP,2292134000,16260952,862976.5514,0.000376495
wolf hollow ii,1231.2,Gas,2017,TX,Wolf Hollow II,6399049000,45116879,2394374.49,0.000374177
wolfskill energy center,47,Gas,2003,CA,Wolfskill Energy Center,7008000,83842,4449.535306,0.000634922
woodall gas plant,3,Gas,2012,TX,Woodall Gas Plant,25255580,352626,18714.03159,0.000740986
woodbine landfill plant,3.2,Waste,2013,,,,,,
woodbridge energy center,795,Gas,2015,NJ,Woodbridge Energy Center,5050594110,34327791,1821792.395,0.000360709
woodhull hospital,8,Oil,1990.125,NY,Woodhull Hospital,30000,1008,73.74594901,0.002458198
woodland,199,Gas,2002.493467,CA,Woodland,490048000,3898139,206876.1135,0.000422155
woodland biomass power ltd,28,Waste,1989,CA,Woodland Biomass Power Ltd,809810,14021,744.1012204,0.000918859
woodland landfill gas recovery,4.8,Waste,2004,,,,,,
woodland road,20.4,Oil,1969,MA,Woodland Road,121000,678,49.0198447,0.000405123
woodridge greene valley treatment plant,1.5,Gas,1996,,,,,,
woodsdale,571.8,Gas,1992.166667,OH,Woodsdale,138225000,2056451,113796.7825,0.000823272
woodville renewable power project,49.9,Waste,2014,,,,,,
works 53,3,Oil,1975.8,NC,Works 53,16000,333,24.36250101,0.001522656
worthington,19.6,Oil,2002.204082,MN,Worthington,573000,5651,413.4309106,0.00072152
worthington generation llc,242,Gas,2000,IN,Worthington Generation LLC,60793000,662634,35166.3054,0.00057846
wrangell,8.5,Oil,1996.647059,AK,Wrangell,612000,5353,391.6290328,0.000639917
wyandotte,78.4,Gas,1972.389031,MI,Wyandotte,1183000,153872,8176.427655,0.006911604
wygen 1,90,Coal,2003,WY,Wygen 1,703377000,8521934,827572.5572,0.00117657
wygen 2,95,Coal,2008,WY,Wygen 2,730720000,8735362,848149.8101,0.001160704
wygen iii,116,Coal,2010,WY,Wygen III,762334000,8737476,848678.1949,0.001113263
wyodak,402.3,Coal,1978,WY,Wyodak,1850871000,23918710,2324117.361,0.001255688
xilinx san jose,1.1,Gas,2012,CA,Xilinx San Jose,8327000,63674,3379.209836,0.000405814
ykk usa chestney,1.3,Oil,1999.230769,,,,,,
yabucoa,42,Gas,,,,,,,
yahoo  hq,1.1,Gas,2014,CA,Yahoo! - HQ,6452000,57936,3074.691413,0.000476549
yakutat,3.8,Oil,2005.631579,AK,Yakutat,5765000,54512,3988.1341,0.000691784
yankee street,126.6,Gas,1969.909163,OH,Yankee Street,5384000,96600,5130.003749,0.000952824
yankton,13.4,Gas,1972.843284,SD,Yankton,-323000,471,34.4586726,-0.000106683
yates,807.4,Gas,1974,GA,Yates,2053086000,22209562,1178672.148,0.000574098
yates gas plant,5.6,Gas,1986,TX,Yates Gas Plant,10351740,53002,7502.892385,0.000724795
yazoo,34.1,Gas,1959.454545,MS,Yazoo,437000,9371,497.3234816,0.00113804
yellowhammer gas plant,3.4,Gas,1992,AL,Yellowhammer Gas Plant,16795000,290237,15403.01732,0.000917119
yigo ct,21,Oil,1993,,,,,,
york county resource recovery,36.5,Waste,1989,PA,York County Resource Recovery,255058000,4525959,191970.0197,0.000752652
york energy center,560,Gas,2011,PA,York Energy Center,5340573000,38408731,2040967.587,0.000382163
york generation company llc,52.2,Gas,1989,,,,,,
yorktown,1257,Oil,1969.928401,VA,Yorktown,61459000,779374,54432.25803,0.000885668
yuba city cogen partners,49,Gas,1991,CA,Yuba City Cogen Partners,3722000,30288,17903.5392,0.004810193
yuba city energy center,47.3,Gas,2002,CA,Yuba City Energy Center,28997000,326884,17347.89126,0.000598265
yucca,425,Gas,1980.414118,AZ,Yucca,414041000,4840510,257589.8659,0.000622136
yuma cogeneration associates,62.6,Gas,1994,AZ,Yuma Cogeneration Associates,59620000,479208,30987.90719,0.000519757
zeeland,22.3,Gas,1972.049327,MI,Zeeland,269000,10013,556.447188,0.002068577
zeeland generating station,968.2,Gas,2001.610205,MI,Zeeland Generating Station,4075661000,31366249,1664621.936,0.00040843
zimmerman energy,6,Waste,2014,,,,,,
zion energy center,596.7,Gas,2002.333333,IL,Zion Energy Center,597390000,7317739,388388.3775,0.000650142
zion landfill gas to energy facility,7,Waste,2003,,,,,,
zorn,18,Gas,1969,KY,Zorn,-45000,754,40.01514301,-0.000889225
ebay  south jordan,9.8,Gas,2013.77551,UT,eBay - South Jordan,72065060,951939,50519.86104,0.000701031
4710 hosting,,,,MN,4710 Hosting,24000,186,13.60788345,0.000566995
aj mihm generating station,,,,MI,A.J. Mihm Generating Station,187627000,1565289,83070.64084,0.000442744
acb energy parntners llc  mtf cogen,,,,NJ,ACB Energy Parntners LLC - MTF Cogen,61758000,745090,39542.28502,0.000640278
acm  midtown thermal,,,,NJ,ACM - Midtown Thermal,46920000,533638,41068.85742,0.000875295
agt000 stevens creek fuel cell,,,,CA,AGT000 Stevens Creek Fuel Cell,18227000,120838,6412.930837,0.000351837
agt001 centerville fuel cell,,,,DE,AGT001 Centerville Fuel Cell,9289000,58879,3124.736877,0.000336391
aoc capitol power plant,,,,DC,"AOC, Capitol Power Plant",57028160,661837,39041.14047,0.000684594
app prune ad,,,,CA,APP Prune A-D,19597000,249123,13221.07755,0.000674648
att  kelvin,,,,CA,ATT  Kelvin,7044000,59550,3160.34717,0.000448658
att jericho,,,,NY,ATT Jericho,7703000,55624,2951.99246,0.000383226
att north watney,,,,CA,ATT North Watney,6222000,47503,2521.00708,0.000405176
